outbreak,outbreak_day,outbreak_day_av,outbreak_day_md,outbreak_day_sd,outbreak_prob,control_prob,contained_prob,iq_factor,cluster_size,poisson_lambda,num_tests,label,beta,first_case_day,first_case_day_av,first_case_day_md,first_case_day_sd,first_case_inf,first_case_inf_av,first_case_inf_md,first_case_inf_sd,resurgence,resurgence_day,resurgence_day_av,resurgence_day_md,resurgence_day_sd,resurgence_prob,resurgence_control_prob,resurgence_contained_prob
False,,35.4285714285714,36,4.71644971977691,0.7,99.1000000000001,0.2,0.1,0,0.05,8360,distributed,0.01129254633081,,29.3128834355828,31,8.47408280676208,,1.63496932515337,1,1.92143331413144,False,,40.5345622119816,45,12.9468945057455,21.7,78.2000000000001,0.1
False,,,,,0,98.6000000000001,1.4,0.1,0,0.1,8360,distributed,0.01129254633081,,32.5044247787611,33,6.39153739978398,,1.76991150442478,1,2.16982055274315,False,,45.2631578947368,50,10.3703800803132,11.4,87.7000000000001,0.9
False,,40.5,41,1.3228756555323,0.8,98.5000000000001,0.7,0.1,0,0.1428,8360,distributed,0.01129254633081,,32.0811258278146,33,6.8555368489622,,1.72847682119205,1,1.88558060984348,False,,45.4953789279113,49,9.88690562613554,54.1,45.8,0.1
False,,37,38,2.94392028877595,0.3,98.6000000000001,1.1,0.1,0,0.15,8360,distributed,0.01129254633081,,34.2977941176471,37,6.9252518207746,,1.70220588235294,1,1.9486785459022,False,,46.234756097561,50,9.52226591265143,32.8,66.5,0.7
False,,36.5714285714286,38,3.49927106111883,0.7,98.4000000000001,0.9,0.1,0,0.167,8360,distributed,0.01129254633081,,28.0744186046512,28,6.67477350972791,,1.68372093023256,1,1.92473860895908,False,,45.0511627906977,49,10.966001838516,43,56.6,0.4
False,,37.5625,38.5,3.39058899750471,1.6,98.2000000000001,0.2,0.1,0,0.2,8360,distributed,0.01129254633081,,22.711320754717,22,8.34071985439921,,1.8622641509434,1,2.09354140831689,False,,40.7624020887729,45,13.1635007079399,38.3,61.7,0
False,,37,38.5,4.41210456207315,3,96.4000000000001,0.6,0.1,0,0.25,8360,distributed,0.01129254633081,42,25.6704416761042,24,8.39356778805195,2,1.79048697621744,1,1.92328524929874,False,,43.0711409395973,48,11.1236630011893,74.5000000000001,25.5,0
False,,38.0333333333333,39,2.61385198934871,3,96.8000000000001,0.2,0.1,0,0.3,8360,distributed,0.01129254633081,40,23.6258278145695,22,9.25790370697465,2,1.8167770419426,1,1.86390869329921,True,57,42.2402022756005,46,12.2410658650115,79.1000000000001,20.9,0
False,,37.7916666666667,38,3.45180105967241,2.4,97.5000000000001,0.1,0.1,0,0.33,8360,distributed,0.01129254633081,,27.2526946107784,27,7.60977007034404,,1.79640718562874,1,1.82707161449661,True,56,42.699863574352,47,11.9010225744259,73.3000000000001,26.6,0.1
False,,37,39,4.72077475481666,2.1,97.7000000000001,0.2,0.1,0,0.35,8360,distributed,0.01129254633081,,24.7693474962064,24,8.42001921315858,,1.77238239757208,1,2.08319286270882,True,56,46.0587467362924,51,11.1679766684916,76.6000000000001,23.3,0.1
False,,36.1944444444444,37,4.10838873826362,3.6,96.2000000000001,0.2,0.1,0,0.4,8360,distributed,0.01129254633081,32,24.112277019937,24,7.61156864854877,2,2.05666316894019,1,2.13080641540571,True,55,41.3952967525196,46,12.0487745352412,89.3000000000001,10.7,0
False,,38.1111111111111,39,3.42312913153249,6.3,93.2000000000001,0.5,0.1,0,0.45,8360,distributed,0.01129254633081,28,24.3510531594784,24,5.23596958802883,5,2.5827482447342,2,2.06669711877471,True,49,38.9346473029046,39,10.5930417729864,96.4000000000001,3.6,0
False,,36.6296296296296,38,4.26569561995286,10.8,89.0000000000001,0.2,0.1,0,0.5,8360,distributed,0.01129254633081,22,16.9547283702213,16,5.37141277766177,2,2.33400402414487,2,1.94106078363831,True,54,35.79375696767,35,13.7528286353284,89.7000000000001,10.3,0
False,,36.1666666666667,38,5.02335813815091,8.40000000000001,91.4000000000001,0.2,0.1,0,0.55,8360,distributed,0.01129254633081,27,17.8640483383686,17,5.90582747059775,3,2.13695871097684,2,2.06329198906313,True,52,38.0779363336992,41,13.3205628501046,91.1000000000001,8.90000000000001,0
False,,36.7558139534884,38,4.41176030498513,8.60000000000001,91.3000000000001,0.1,0.1,0,0.6,8360,distributed,0.01129254633081,25,20.6354481369587,20,5.41733001366148,3,2.43001007049345,2,2.10867524262302,True,51,39.3486631016043,41,12.1185911814616,93.5000000000001,6.5,0
False,,37.3939393939394,39,4.07955776425368,9.90000000000001,90.0000000000001,0.1,0.1,0,0.65,8360,distributed,0.01129254633081,24,16.8058058058058,16,5.5055096915081,1,2.22022022022022,2,1.97368867822413,True,48,39.1403865717192,41,12.2155374707789,98.3000000000001,1.7,0
False,,37.4635761589404,38,3.87857902981974,15.1,84.7000000000001,0.2,0.1,0,0.7,8360,distributed,0.01129254633081,24,18.524,18,5.10268791912655,2,2.42,2,2.01037309970065,True,46,37.0120481927711,36,11.5292475738952,99.6000000000001,0.4,0
False,,36.8352941176471,38,4.37868381734949,8.50000000000001,91.4000000000001,0.1,0.1,0,0.75,8360,distributed,0.01129254633081,28,18.8460754332314,18,6.95461898083725,2,2.13455657492355,2,2.03892761586629,True,51,39.7260416666667,42,12.5644566866856,96.0000000000001,4,0
False,,36.7486631016043,38,4.55811385948379,18.7,81.3000000000001,0,0.1,0,0.8,8360,distributed,0.01129254633081,20,15.464,15,4.85764387331966,3,2.564,2,2.16007036922411,True,41,34.6713567839196,34,11.8096091386796,99.5000000000001,0.5,0
